path,ex0,ey0,ex1,ey1,ex2,ey2,ex3,ey3,ex4,ey4,ex5,ey5,lane
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538955_000974.jpg,0.684,-0.266,1.324,-0.269,1.968,-0.227,2.563,-0.226,3.158,-0.226,3.710,-0.177,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538955_000975.jpg,0.657,-0.276,1.301,-0.234,1.895,-0.233,2.490,-0.233,3.089,-0.187,3.683,-0.187,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538955_000976.jpg,0.769,-0.252,1.364,-0.251,2.007,-0.209,2.602,-0.209,3.151,-0.205,3.746,-0.205,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538955_000977.jpg,0.604,-0.251,1.199,-0.251,1.843,-0.209,2.438,-0.208,2.987,-0.205,3.582,-0.205,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538955_000978.jpg,0.651,-0.269,1.295,-0.226,1.890,-0.226,2.485,-0.226,3.037,-0.177,3.632,-0.177,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538955_000979.jpg,0.763,-0.245,1.358,-0.244,1.956,-0.199,2.551,-0.199,3.100,-0.195,3.695,-0.195,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538955_000980.jpg,0.599,-0.244,1.193,-0.244,1.792,-0.198,2.387,-0.198,2.936,-0.194,3.531,-0.194,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538956_000981.jpg,0.649,-0.216,1.244,-0.216,1.839,-0.216,2.433,-0.216,2.986,-0.166,3.581,-0.166,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538956_000982.jpg,0.712,-0.234,1.307,-0.234,1.905,-0.188,2.500,-0.188,3.049,-0.185,3.644,-0.185,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538956_000983.jpg,0.564,-0.234,1.159,-0.233,1.758,-0.188,2.352,-0.188,2.902,-0.184,3.496,-0.184,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538956_000984.jpg,0.643,-0.209,1.238,-0.209,1.787,-0.205,2.382,-0.205,2.935,-0.156,3.530,-0.156,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538956_000985.jpg,0.570,-0.216,1.165,-0.216,1.759,-0.216,2.312,-0.167,2.907,-0.167,3.456,-0.164,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538956_000986.jpg,0.559,-0.226,1.154,-0.226,1.706,-0.177,2.301,-0.177,2.851,-0.174,3.445,-0.174,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538956_000987.jpg,0.608,-0.198,1.203,-0.198,1.752,-0.195,2.347,-0.195,2.900,-0.146,3.495,-0.146,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538956_000988.jpg,0.597,-0.209,1.146,-0.206,1.741,-0.206,2.294,-0.157,2.889,-0.157,3.438,-0.154,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538956_000989.jpg,0.627,-0.227,1.180,-0.178,1.775,-0.178,2.324,-0.175,2.919,-0.175,3.472,-0.126,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538956_000990.jpg,0.677,-0.199,1.227,-0.196,1.821,-0.196,2.374,-0.147,2.969,-0.147,3.518,-0.144,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538957_000991.jpg,0.513,-0.198,1.062,-0.195,1.657,-0.195,2.210,-0.146,2.805,-0.146,3.354,-0.143,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538957_000992.jpg,0.135,-0.583,0.135,-1.178,0.184,-1.731,0.184,-2.325,0.183,-2.920,0.183,-3.515,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538957_000993.jpg,0.153,-0.523,0.152,-1.118,0.156,-1.667,0.155,-2.262,0.201,-2.860,0.200,-3.455,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538957_000994.jpg,0.114,-0.596,0.163,-1.149,0.163,-1.744,0.166,-2.293,0.166,-2.888,0.211,-3.486,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538957_000995.jpg,0.524,-0.206,1.076,-0.157,1.671,-0.157,2.221,-0.154,2.770,-0.151,3.368,-0.105,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538957_000996.jpg,0.143,-0.568,0.143,-1.163,0.146,-1.712,0.146,-2.307,0.195,-2.860,0.194,-3.455,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538957_000997.jpg,0.517,-0.185,1.111,-0.185,1.664,-0.137,2.214,-0.133,2.808,-0.134,3.358,-0.130,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538957_000998.jpg,0.122,-0.581,0.126,-1.131,0.125,-1.726,0.174,-2.278,0.174,-2.873,0.177,-3.423,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538957_000999.jpg,0.539,-0.167,1.088,-0.164,1.683,-0.164,2.236,-0.115,2.785,-0.112,3.380,-0.113,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538957_001000.jpg,0.602,-0.185,1.155,-0.136,1.704,-0.133,2.299,-0.134,2.848,-0.131,3.446,-0.085,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538958_001001.jpg,0.119,-0.536,0.122,-1.085,0.125,-1.634,0.125,-2.229,0.174,-2.782,0.173,-3.377,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538958_001002.jpg,0.084,-0.563,0.133,-1.116,0.132,-1.711,0.135,-2.260,0.135,-2.855,0.184,-3.408,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538958_001003.jpg,0.550,-0.175,1.102,-0.127,1.652,-0.124,2.247,-0.124,2.799,-0.075,3.394,-0.076,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538958_001004.jpg,0.109,-0.581,0.112,-1.130,0.115,-1.679,0.114,-2.274,0.163,-2.827,0.162,-3.422,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538958_001005.jpg,0.542,-0.154,1.092,-0.151,1.690,-0.106,2.239,-0.103,2.834,-0.103,3.433,-0.058,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538958_001006.jpg,0.091,-0.549,0.091,-1.144,0.094,-1.694,0.142,-2.246,0.142,-2.841,0.145,-3.390,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538958_001007.jpg,0.535,-0.134,1.130,-0.134,1.679,-0.131,2.278,-0.086,2.873,-0.086,3.471,-0.041,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538958_001008.jpg,0.071,-0.563,0.074,-1.112,0.119,-1.710,0.122,-2.260,0.125,-2.809,0.125,-3.404,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538958_001009.jpg,0.082,-0.594,0.081,-1.188,0.084,-1.738,0.133,-2.291,0.132,-2.885,0.135,-3.435,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538958_001010.jpg,0.500,-0.123,1.095,-0.124,1.648,-0.075,2.243,-0.076,2.838,-0.077,3.436,-0.032,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538959_001011.jpg,0.547,-0.141,1.146,-0.096,1.695,-0.093,2.293,-0.048,2.888,-0.049,3.528,-0.053,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538959_001012.jpg,0.072,-0.639,0.071,-1.234,0.074,-1.783,0.119,-2.381,0.122,-2.931,0.124,-3.480,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538959_001013.jpg,0.043,-0.576,0.043,-1.171,0.091,-1.724,0.090,-2.319,0.093,-2.868,0.142,-3.421,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538959_001014.jpg,0.495,-0.131,1.093,-0.086,1.688,-0.087,2.287,-0.042,2.881,-0.043,3.525,-0.001,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538959_001015.jpg,0.545,-0.103,1.140,-0.104,1.739,-0.059,2.333,-0.060,2.932,-0.015,3.572,-0.019,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538959_001016.jpg,0.612,-0.075,1.207,-0.076,1.801,-0.077,2.400,-0.032,3.040,-0.036,3.684,0.005,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538959_001017.jpg,0.584,-0.086,1.179,-0.087,1.777,-0.042,2.372,-0.043,3.016,-0.002,3.656,-0.006,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538959_001018.jpg,0.631,-0.104,1.229,-0.059,1.824,-0.060,2.422,-0.015,3.062,-0.020,3.752,0.018,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538959_001019.jpg,0.027,-0.620,0.026,-1.215,0.071,-1.813,0.070,-2.408,0.073,-2.958,0.118,-3.556,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538960_001020.jpg,0.533,-0.075,1.127,-0.076,1.726,-0.032,2.366,-0.036,3.010,0.005,3.696,-0.003,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538960_001021.jpg,0.582,-0.049,1.177,-0.049,1.817,-0.054,2.461,-0.013,3.101,-0.017,3.745,0.024,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538960_001022.jpg,0.554,-0.058,1.149,-0.059,1.747,-0.015,2.387,-0.019,3.077,0.019,3.763,0.010,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538960_001023.jpg,0.601,-0.077,1.199,-0.032,1.839,-0.037,2.483,0.004,3.169,-0.004,3.858,0.033,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538960_001024.jpg,0.650,-0.049,1.290,-0.054,1.934,-0.013,2.575,-0.017,3.219,0.024,3.950,0.012,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538960_001025.jpg,0.622,-0.060,1.220,-0.015,1.861,-0.020,2.550,0.017,3.236,0.009,3.925,0.047,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538960_001026.jpg,0.598,-0.025,1.192,-0.026,1.836,0.015,2.522,0.007,3.211,0.044,3.897,0.036,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538960_001027.jpg,0.644,-0.043,1.288,-0.002,1.929,-0.007,2.572,0.034,3.304,0.023,4.039,0.056,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538960_001028.jpg,0.616,-0.054,1.260,-0.013,1.901,-0.018,2.544,0.023,3.276,0.011,4.010,0.045,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538960_001029.jpg,0.546,-0.015,1.187,-0.020,1.876,0.017,2.562,0.009,3.251,0.046,3.982,0.034,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538961_001030.jpg,0.655,-0.036,1.299,0.005,1.985,-0.003,2.674,0.034,3.360,0.026,4.140,0.056,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538961_001033.jpg,0.652,0.016,1.337,0.007,2.027,0.045,2.713,0.036,3.493,0.066,4.273,0.096,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538961_001034.jpg,0.624,0.005,1.309,-0.003,1.999,0.034,2.684,0.025,3.465,0.055,4.291,0.082,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538961_001038.jpg,0.635,-0.004,1.325,0.033,2.010,0.024,2.791,0.054,3.617,0.080,4.442,0.107,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538962_001042.jpg,0.650,0.033,1.336,0.024,2.117,0.054,2.942,0.080,3.768,0.107,4.685,0.126,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538962_001043.jpg,0.742,0.012,1.477,0.045,2.257,0.075,3.083,0.101,3.954,0.124,4.916,0.139,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538962_001044.jpg,0.701,0.047,1.433,0.035,2.213,0.064,3.084,0.087,3.955,0.109,4.921,0.170,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538962_001045.jpg,0.674,0.029,1.454,0.056,2.235,0.083,3.057,0.061,3.978,0.123,4.940,0.135,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538962_001046.jpg,0.647,0.004,1.428,0.026,2.254,0.044,3.080,0.062,3.997,0.072,4.963,0.123,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538962_001047.jpg,0.790,0.007,1.570,0.025,2.397,0.038,3.268,0.047,4.230,0.047,5.197,0.093,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538962_001048.jpg,0.746,-0.019,1.527,-0.006,2.399,-0.002,3.270,0.002,4.237,0.042,5.204,0.083,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538963_001049.jpg,0.787,-0.002,1.568,0.007,2.389,-0.033,3.311,0.007,4.273,-0.003,5.245,0.079,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538963_001050.jpg,0.760,-0.028,1.586,-0.028,2.413,-0.028,3.330,-0.038,4.297,-0.007,5.315,0.064,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538963_001051.jpg,0.768,-0.017,1.544,-0.062,2.415,-0.071,3.332,-0.087,4.345,-0.067,5.318,0.004,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538963_001052.jpg,0.726,-0.045,1.552,-0.055,2.424,-0.070,3.385,-0.096,4.353,-0.076,5.372,-0.017,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538963_001053.jpg,0.700,-0.070,1.571,-0.088,2.442,-0.106,3.410,-0.091,4.378,-0.075,5.396,-0.020,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538963_001054.jpg,0.724,-0.046,1.545,-0.104,2.467,-0.081,3.429,-0.111,4.402,-0.049,5.427,0.053,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538963_001055.jpg,0.742,-0.068,1.568,-0.079,2.485,-0.102,3.453,-0.085,4.471,-0.028,5.450,0.079,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538963_001056.jpg,0.716,-0.086,1.587,-0.103,2.504,-0.126,3.517,-0.115,4.490,-0.053,5.520,0.094,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538963_001057.jpg,0.903,-0.085,1.774,-0.103,2.742,-0.086,3.710,-0.070,4.728,-0.014,5.719,0.184,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538963_001058.jpg,0.892,-0.103,1.815,-0.081,2.777,-0.110,3.750,-0.048,4.775,0.053,5.759,0.206,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538964_001059.jpg,0.899,-0.080,1.816,-0.104,2.783,-0.087,3.802,-0.031,4.781,0.076,5.772,0.274,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538964_001060.jpg,0.917,-0.103,1.833,-0.126,2.846,-0.116,3.820,-0.054,4.850,0.093,5.840,0.291,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538964_001061.jpg,0.923,-0.081,1.885,-0.110,2.853,-0.094,3.871,-0.038,4.856,0.114,5.852,0.357,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538964_001062.jpg,0.940,-0.104,1.907,-0.088,2.875,-0.072,3.894,-0.016,4.884,0.182,5.835,0.431,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538964_001063.jpg,0.095,-0.981,0.071,-1.898,0.053,-2.769,0.001,-3.544,-0.005,-4.325,-0.006,-5.061,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538964_001064.jpg,0.963,-0.104,1.931,-0.088,2.949,-0.033,3.928,0.074,4.919,0.272,5.876,0.566,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538964_001065.jpg,0.980,-0.126,1.993,-0.116,2.966,-0.055,3.996,0.091,4.987,0.289,5.904,0.634,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538964_001066.jpg,1.047,-0.110,2.015,-0.094,3.034,-0.039,4.019,0.113,5.015,0.356,5.887,0.707,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538964_001067.jpg,0.883,-0.110,1.851,-0.094,2.869,-0.039,3.854,0.114,4.851,0.356,5.723,0.707,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538965_001068.jpg,0.056,-1.032,0.071,-2.000,0.047,-2.916,0.035,-3.742,0.022,-4.569,0.015,-5.349,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538965_001069.jpg,0.085,-0.973,0.095,-1.986,0.071,-2.903,0.053,-3.774,0.000,-4.549,-0.007,-5.330,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538965_001070.jpg,0.929,-0.088,1.947,-0.033,2.927,0.074,3.917,0.271,4.874,0.565,5.752,0.961,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538965_001071.jpg,0.973,-0.117,1.947,-0.056,2.977,0.090,3.968,0.288,4.885,0.632,5.724,1.080,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538965_001072.jpg,0.996,-0.095,2.015,-0.040,3.000,0.112,3.996,0.355,4.868,0.705,5.707,1.152,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538965_001073.jpg,1.018,-0.072,2.037,-0.017,3.028,0.180,3.979,0.429,4.897,0.773,5.696,1.272,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538965_001074.jpg,1.041,-0.049,2.065,0.051,3.050,0.202,4.008,0.496,4.886,0.892,5.685,1.390,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538965_001075.jpg,0.024,-1.007,0.084,-1.980,0.094,-2.993,0.069,-3.910,0.051,-4.781,-0.002,-5.556,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538965_001076.jpg,0.944,-0.032,1.924,0.073,2.914,0.270,3.872,0.564,4.750,0.959,5.504,1.463,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538965_001077.jpg,0.008,-1.110,0.063,-2.128,0.078,-3.096,0.047,-4.058,0.029,-4.929,0.016,-5.755,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538966_001081.jpg,1.084,0.073,2.075,0.270,3.032,0.563,3.910,0.958,4.665,1.462,5.340,2.068,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538966_001082.jpg,0.920,0.073,1.910,0.270,2.868,0.563,3.746,0.958,4.500,1.462,5.176,2.068,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538966_001083.jpg,0.988,0.083,1.979,0.277,2.898,0.619,3.738,1.063,4.494,1.565,5.176,2.214,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538966_001084.jpg,1.012,0.089,2.011,0.322,2.886,0.664,3.729,1.103,4.494,1.646,5.136,2.297,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538966_001085.jpg,1.043,0.140,1.998,0.374,2.921,0.705,3.727,1.191,4.495,1.729,5.096,2.383,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538966_001086.jpg,1.052,0.146,2.015,0.420,2.901,0.798,3.711,1.279,4.437,1.819,5.047,2.516,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538966_001087.jpg,1.084,0.196,2.049,0.465,2.937,0.838,3.704,1.322,4.394,1.910,5.008,2.603,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538967_001088.jpg,0.923,0.184,1.889,0.447,2.779,0.815,3.549,1.296,4.242,1.881,4.860,2.570,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538967_001089.jpg,0.994,0.179,1.924,0.490,2.778,0.906,3.550,1.382,4.254,2.009,4.824,2.658,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538967_001090.jpg,1.029,0.226,1.915,0.540,2.772,0.952,3.554,1.469,4.217,2.099,4.797,2.790,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538967_001091.jpg,1.019,0.280,1.952,0.581,2.774,1.040,3.559,1.553,4.181,2.187,4.728,2.928,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538967_001092.jpg,1.042,0.309,1.942,0.652,2.769,1.102,3.516,1.613,4.153,2.285,4.700,2.974,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538967_001093.jpg,0.886,0.280,1.790,0.612,2.623,1.052,3.376,1.555,4.021,2.219,4.576,2.902,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538967_001096.jpg,0.967,0.321,1.853,0.664,2.673,1.118,3.383,1.694,4.016,2.337,4.527,3.058,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538968_001097.jpg,0.816,0.286,1.707,0.615,2.535,1.056,3.253,1.621,3.896,2.255,4.418,2.968,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538968_001098.jpg,0.865,0.290,1.730,0.662,2.564,1.090,3.248,1.656,3.869,2.336,4.403,3.041,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538968_001101.jpg,0.959,0.360,1.803,0.694,2.606,1.188,3.279,1.727,3.913,2.426,4.417,3.171,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538968_001102.jpg,0.980,0.341,1.848,0.696,2.620,1.186,3.324,1.751,3.915,2.408,4.454,3.182,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538968_001103.jpg,0.842,0.281,1.718,0.613,2.503,1.083,3.220,1.630,3.829,2.271,4.388,3.032,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538968_001106.jpg,0.934,0.265,1.773,0.610,2.572,1.079,3.269,1.650,3.906,2.303,4.482,3.038,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538969_001109.jpg,0.872,0.192,1.721,0.533,2.515,0.961,3.216,1.499,3.887,2.163,4.480,2.874,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538969_001111.jpg,0.930,0.183,1.783,0.544,2.560,0.956,3.276,1.521,3.942,2.176,4.533,2.881,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538969_001115.jpg,0.879,0.115,1.731,0.414,2.507,0.835,3.274,1.386,3.970,1.996,4.598,2.665,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538969_001116.jpg,0.895,0.101,1.751,0.442,2.538,0.843,3.284,1.404,3.997,1.996,4.641,2.648,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538970_001117.jpg,0.943,0.115,1.776,0.400,2.572,0.845,3.332,1.387,4.026,1.991,4.687,2.626,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538970_001120.jpg,0.822,-0.004,1.712,0.310,2.509,0.726,3.279,1.240,4.019,1.787,4.727,2.369,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538970_001121.jpg,0.874,-0.009,1.707,0.287,2.549,0.713,3.332,1.207,4.055,1.771,4.778,2.334,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538970_001122.jpg,0.900,0.015,1.739,0.291,2.563,0.730,3.358,1.205,4.095,1.750,4.832,2.295,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538970_001123.jpg,0.919,-0.030,1.773,0.289,2.608,0.707,3.386,1.198,4.137,1.724,4.887,2.251,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538970_001126.jpg,0.978,-0.052,1.866,0.268,2.702,0.665,3.488,1.137,4.274,1.609,5.035,2.119,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538971_001130.jpg,0.895,-0.031,1.779,0.271,2.616,0.652,3.431,1.072,4.223,1.532,4.975,1.969,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538971_001131.jpg,0.925,-0.015,1.791,0.313,2.634,0.680,3.456,1.088,4.255,1.535,5.014,1.960,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538971_001132.jpg,0.955,-0.004,1.826,0.310,2.654,0.705,3.481,1.099,4.287,1.534,5.053,1.947,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538971_001133.jpg,0.967,0.039,1.844,0.337,2.679,0.716,3.514,1.095,4.328,1.515,5.101,1.913,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538971_001134.jpg,1.004,0.029,1.867,0.349,2.710,0.709,3.553,1.070,4.335,1.452,5.157,1.853,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538971_001135.jpg,1.040,0.017,1.910,0.318,2.760,0.661,3.591,1.045,4.381,1.410,5.212,1.795,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538972_001136.jpg,0.876,-0.036,1.752,0.246,2.610,0.570,3.450,0.935,4.247,1.282,5.087,1.648,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538972_001137.jpg,0.894,-0.010,1.776,0.254,2.640,0.560,3.487,0.908,4.292,1.239,5.139,1.587,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538972_001140.jpg,0.979,-0.002,1.860,0.251,2.741,0.503,3.565,0.784,4.431,1.079,5.255,1.360,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538972_001141.jpg,1.000,-0.031,1.886,0.205,2.758,0.484,3.586,0.750,4.458,1.029,5.287,1.295,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538972_001145.jpg,0.880,0.012,1.776,0.205,2.661,0.443,3.501,0.668,4.385,0.905,5.226,1.130,0
